Precio,Localidad,Tamano,Habitaciones,Descripcion,Link,Descripcion_larga,Distrito,Operacion
1100,Piso en Calle de Santa Rosa 2,50,2,Planta 2ª exterior con ascensor,/inmueble/109273915/,"
Piso recientemente, reformado y amueblado con dos habitaciones y un baño para alquilar a estudiantes o trabajadores. Actualmente cuenta con mobiliario adicional al que aparece en las fotos. El contrato se hará con las personas si demuestran solvencia o su o su representantes legales. Se solicitará 2 meses de fianza y u
",LEGANESMADRID,alquiler
900,Estudio en Calle de Nuestra Señora de la Almudena 70,Bajo,36,,/inmueble/109225285/,"
Precioso piso Loft, recientemente reformado en alquiler a partir del 6 de Octubre
Está situado en pleno centro de Leganés, todo exterior y muy luminoso a 100m de la Plaza Mayor y 150m de la Estación de Tren y Metro, con todos los servicios, comercios y medios de transporte a su disposición.
El piso es todo exterior,
",LEGANESMADRID,alquiler
975,Piso en huesca 6,66,2,Bajo exterior con ascensor,/inmueble/104069042/,"
Entrada 1 de noviembre. ¡Increíble oportunidad! Este acogedor piso en alquiler te espera con dos dormitorios, un amplio baño y un práctico cuarto de lavadero-tendedero. Disfruta del confort con aire acondicionado y ventilador de techo en todas las estancias. El luminoso salón con cocina americana es perfecto para reuni
",GETAFEMADRID,alquiler
950,Piso en Calle Fernando Barrachina La Alhóndiga,54,1,Planta 1ª exterior con ascensor,/inmueble/104848519/,"
¡SIN COMISIONES DE AGENCIA!
DESCUBRE NUVA GETAFE
Viviendas en alquiler en el centro de la localidad, compuesta de viviendas de 1 dormitorio, además de áticos.
DIRECCIÓN: C/ Fernando Barrachina, 29
Se encuentra ubicado en Getafe al Sur de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas
",GETAFEMADRID,alquiler
1150,Piso en Buenavista Getafe,118,3,Planta 1ª exterior con ascensor,/inmueble/109424783/,"
Magnífica propiedad semiamueblada, situada en una urbanización cerrada que ofrece tranquilidad, seguridad y un entorno ideal para el día a día.
El inmueble dispone de una espectacular cocina de diseño con acabados de alta calidad, completamente amueblada y equipada con vitrocerámica, campana extractora y horno. El sal
",GETAFEMADRID,alquiler
750,Estudio en Perales del Rio Getafe,Planta,20,7 horas,/inmueble/109424145/,"
Estudio abuardillado en chalet adosado, dormitorio, baño y cocina privada, amueblado y electrodomesticos a estrenar.
Descubre tu nuevo hogar en Perales del Río! Este encantador estudio (DORMITORIO+WC +COCINA PRIVADA) disponible a partir del 5 de octubre, ha sido recientemente reformado (en las fotos faltan las puertas
",GETAFEMADRID,alquiler
900,Estudio en Perales del Rio Getafe,Planta,30,7 horas,/inmueble/109423934/,"
Estudio abuardillado en chalet adosado, dormitorio, baño y cocina privada, amueblado y electrodomesticos a estrenar.
Descubre tu nuevo hogar en Perales del Río! Este encantador estudio (DORMITORIO+WC +COCINA PRIVADA) disponible a partir del 5 de octubre, ha sido recientemente reformado (en las fotos faltan las puerta
",GETAFEMADRID,alquiler
1050,Estudio en Calle Castellón de la Plana 4,Bajo,30,Publicado ayer ,/inmueble/109416577/,"
Acogedor piso de 30 m² construidos (25 m² útiles) ubicado en planta baja, equipado con cocina funcional y mobiliario esencial. Espacio pensado para optimizar cada metro y listo para entrar a vivir.
Situado en el centro de Getafe, a unos minutos caminando de la Universidad Carlos III de Madrid, es una opción perfecta pa
",GETAFEMADRID,alquiler
1200,Piso en Calle Verónica 14,80,4,Planta 2ª exterior sin ascensor,/inmueble/109400088/,"
Oportunidad de alquiler en Getafe. Este luminoso piso de 80 m² combina comodidad, versatilidad y una ubicación inmejorable. Consta de cuatro habitaciones que puedes organizar a tu gusto, un baño completo, una terraza soleada, cocina independiente equipada con electrodomésticos nuevos y una despensa muy práctica. Todas
",GETAFEMADRID,alquiler
1550,Piso en Avenida España 12,61,4,Bajo exterior con ascensor,/inmueble/109386753/,"
Piso en alquiler en Getafe – Ubicación inmejorable
Se alquila acogedor piso recién reformado y amueblado, situado junto al Metro Juan de la Cierva y la Universidad Carlos III.
El precio incluye agua, comunidad y WiFi.
Se solicita 1 mes de fianza.
¡Listo para entrar a vivir!
",GETAFEMADRID,alquiler
1300,Piso en El Bercial s/n,123,3,Planta 3ª exterior con ascensor,/inmueble/89916345/,"
ALQUILER PISO GETAFE-EL BERCIAL. UNICAMENTE A MEDICOS, SANITARIOS y FUNCIONARIOS
Se alquila piso, prácticamente nuevo, en El Bercial-Getafe, a 2 minutos andando a estación Metro El Bercial, parada bus y Corte Inglés. A unos 300 metros de Mercadona y muy próximo a Lidl y Parquesur.
- A 16 minutos del Hospital de Getafe
",GETAFEMADRID,alquiler
1250,Piso en Calle Crisantemo Universidad,62,3,Planta 1ª exterior sin ascensor,/inmueble/109230306/,"
EXCELENTE PISO EXTERIOR DE TRES DORMITORIOS Y DOS CUARTOS DE BAÑO, RECIÉN PINTADO Y CON EQUIPAMIENTO A ESTRENAR
Disponible extraordinaria vivienda, tanto por sus características como por encontrarse ubicada a escasos 50 metros de la Universidad Carlos III, muy cerca del centro de Getafe y bien comunicada mediante Renf
",GETAFEMADRID,alquiler
940,Piso en de la Estación 25,58,1,Planta 1ª exterior con ascensor,/inmueble/109237469/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 1 MES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 58, m² construidos,
",GETAFEMADRID,alquiler
1255,Piso en de la Estación 25,98,2,Planta 3ª exterior con ascensor,/inmueble/109235943/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 2 MESES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 98, m² construidos
",GETAFEMADRID,alquiler
940,Piso en de la Estación 25,52,1,Planta 1ª exterior con ascensor,/inmueble/109237358/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 1 MES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 52, m² construidos,
",GETAFEMADRID,alquiler
965,Piso en de la Estación 25,56,1,Planta 2ª exterior con ascensor,/inmueble/109238664/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 1 MES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 56, m² construidos,
",GETAFEMADRID,alquiler
1270,Piso en Paseo de la estación 29,93,2,Planta 4ª exterior con ascensor,/inmueble/108764799/,"
DESCUBRE TU NUEVA VIVIENDA EN UN EXCLUSIVO EDIFICIO AL LADO DE LA UNIVERSIDAD
PROMOCIÓN DE PRECOMERCIALIZACIÓN: 2 meses de carencia al firmar el contrato de alquiler del 15/07 al 30/08 de 2025.
Te presentamos CASA AMY, una exclusiva promoción de viviendas en alquiler en Getafe, en la zona Universidad, con pisos de ob
",GETAFEMADRID,alquiler
930,Piso en Paseo de la estación 29,41,1,Bajo interior con ascensor,/inmueble/108247707/,"
DESCUBRE TU NUEVA VIVIENDA EN UN EXCLUSIVO EDIFICIO AL LADO DE LA UNIVERSIDAD
PROMOCIÓN DE PRECOMERCIALIZACIÓN: Un mes de carencia al firmar el contrato de alquiler del 15/07 al 30/09 de 2025.
Te presentamos CASA AMY, una exclusiva promoción de viviendas en alquiler en Getafe, en la zona Universidad, con pisos de obr
",GETAFEMADRID,alquiler
1090,Piso en de la Estación 25,56,1,Planta 5ª exterior con ascensor,/inmueble/106464310/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 1 MES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 56, m² construidos,
",GETAFEMADRID,alquiler
1210,Piso en Paseo de la estación 29,90,2,Planta 1ª exterior con ascensor,/inmueble/108764861/,"
DESCUBRE TU NUEVA VIVIENDA EN UN EXCLUSIVO EDIFICIO AL LADO DE LA UNIVERSIDAD
PROMOCIÓN DE PRECOMERCIALIZACIÓN: 2 meses de carencia al firmar el contrato de alquiler del 15/07 al 30/09 de 2025.
Te presentamos CASA AMY, una exclusiva promoción de viviendas en alquiler en Getafe, en la zona Universidad, con pisos de ob
",GETAFEMADRID,alquiler
1100,Piso en Paseo de la estación 29,75,2,Bajo exterior con ascensor,/inmueble/108764676/,"
DESCUBRE TU NUEVA VIVIENDA EN UN EXCLUSIVO EDIFICIO AL LADO DE LA UNIVERSIDAD
PROMOCIÓN DE PRECOMERCIALIZACIÓN: 2 meses de carencia al firmar el contrato de alquiler del 15/07 al 30/09 de 2025.
Te presentamos CASA AMY, una exclusiva promoción de viviendas en alquiler en Getafe, en la zona Universidad, con pisos de ob
",GETAFEMADRID,alquiler
1140,Piso en Paseo de la estación 29,79,2,Planta 3ª exterior con ascensor,/inmueble/108764907/,"
DESCUBRE TU NUEVA VIVIENDA EN UN EXCLUSIVO EDIFICIO AL LADO DE LA UNIVERSIDAD
PROMOCIÓN DE PRECOMERCIALIZACIÓN: 2 meses de carencia al firmar el contrato de alquiler del 15/07 al 30/09 de 2025.
Te presentamos CASA AMY, una exclusiva promoción de viviendas en alquiler en Getafe, en la zona Universidad, con pisos de ob
",GETAFEMADRID,alquiler
1245,Piso en de la Estación 25,96,2,Planta 4ª interior con ascensor,/inmueble/108660617/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 2 MESES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 96, m² construido
",GETAFEMADRID,alquiler
1400,Piso en Avenida España Juan de la Cierva,66,3,Planta 2ª exterior con ascensor,/inmueble/109407373/,"
Clikalia presenta este piso reformado ubicado en el barrio de undefined, en Getafe.
La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 66 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño.
Además, cuenta con ascensor, terraza y cocina amue
",GETAFEMADRID,alquiler
1050,Piso en Calle Hospital de San José Getafe Centro,70,2,Planta 3ª exterior con ascensor,/inmueble/109371022/,"
Estupendo piso en Getafe Centro.
La vivienda se compone de 2 amplios dormitorios, salón comedor independiente, cuarto de baño completo con plato de bañera, cocina completamente amueblada y equipada con electrodomésticos. La vivienda se entrega con suelos de gres, paredes lisas, recién pintado, aire acondicionado con bo
",GETAFEMADRID,alquiler
1250,Piso en Avenida de Mari Pepa Colomer Buenavista,90,3,Planta 1ª exterior con ascensor,/inmueble/109408090/,"
Estupendo piso de 95 m2 en Getafe ( Cerro Buenavista ) la vivienda se distribuye en 3 amplios dormitorios con armarios empotrados, 2 cuartos de baño completos, uno de ellos con plato de ducha y otro en suite con bañera, amplia cocina equipada y amueblada con acceso a zona patio privado de 30m2y salón comedor. Se trata
",GETAFEMADRID,alquiler
1190,Piso en de la Estación 25,75,2,Planta 1ª exterior con ascensor,/inmueble/109258221/,"
Piso en Alquiler en Getafe - Zona Universidad
RESERVA YA Y DISFRUTA DE 1 MES DE CARENCIA Y GASTOS BONIFICADOS DURANTE EL PRIMER AÑO!
¡Descubre tu nuevo hogar en Getafe! Este espectacular piso de obra nueva, situado en la vibrante zona universitaria, ofrece una experiencia de vida inigualable. Con 75, m² construidos,
",GETAFEMADRID,alquiler
1490,Piso en Calle José Maria Peridis Universidad,165,3,Planta 4ª exterior con ascensor,/inmueble/109274644/,"
Magnífica vivienda exterior de 165 m² construidos, ubicada en una finca con ascensor. La propiedad se distribuye en un amplio salón independiente, 3 dormitorios con armarios empotrados, dos baños completos (uno de ellos en suite), y una cocina totalmente amueblada y equipada con electrodomésticos.
La vivienda cuenta c
",GETAFEMADRID,alquiler
1050,Piso en Calle Jiménez e Iglesias Universidad,63,2,Planta 3ª exterior sin ascensor,/inmueble/109347383/,"
ENTRADA A PARTIR DEL 1 DE NOVIEMBRE.
Vivienda exterior de 63 m² construidos, ubicada en una finca sin ascensor. La propiedad se distribuye en un amplio salón independiente con acceso directo a una terraza, 2 dormitorios, 1 baño completo, y una cocina totalmente amueblada y equipada con electrodomésticos.
La vivienda
",GETAFEMADRID,alquiler
1220,Piso en El Bercial Getafe,60,3,Planta 2ª exterior sin ascensor,/inmueble/109369148/,"
¡ALTA DE SUMINISTROS GRATIS!
Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencial. No dispone de ascensor. Situado en EL BERCIAL en el distrito de Buenavista - La Alhondiga.
La vivienda se distribuye en tres dormitorios y, salón-comedor, cocina independiente y un b
",GETAFEMADRID,alquiler
2200,Chalet adosado en Calle de Enrique Lister Buenavista,205,4,,/inmueble/109277281/,"
Chalet en alquiler en Getafe: con piscina privada.
Soluziona Inmobiliaria te ofrece en exclusiva este magnífico chalet en alquiler en Getafe, ubicado en el fantástico barrio de Buenavista. Construido en 2015 y puesto en alquiler ahora por primera vez, este chalet combina modernidad, amplitud y un entorno residencial d
",GETAFEMADRID,alquiler
1250,Estudio en Calle Calidad Los Olivos - Los Ángeles,,30,,/inmueble/109014562/,"
Descubra este estudio bien equipado en alquiler en Getafe, Madrid. Ideal para inquilinos que buscan comodidad, esta propiedad cuenta con aire acondicionado y calefacción individuales, lo que proporciona el máximo confort. El estudio está completamente amueblado y ofrece balcón, cocina equipada y acceso común a una lava
",GETAFEMADRID,alquiler
1110,Piso en Buenavista Getafe,109,3,Planta 2ª exterior con ascensor,/inmueble/108336311/,"
Promoción de 75 viviendas, a estrenar, de protección pública básica (VPPB) en régimen de alquiler (sin opción de compra), todas ellas de 3 dormitorios, 2 plazas de garaje y trastero, amueblada la cocina con electrodomésticos y baños amueblados y piscina. Los interesados deben enviar un correo electrónico a la dirección
",GETAFEMADRID,alquiler
1080,Piso en Buenavista Getafe,102,3,Planta 2ª exterior con ascensor,/inmueble/108336317/,"
Promoción de 75 viviendas, a estrenar, de protección pública básica (VPPB) en régimen de alquiler (sin opción de compra), todas ellas de 3 dormitorios, 2 plazas de garaje y trastero, amueblada la cocina con electrodomésticos y baños amueblados y piscina. Los interesados deben enviar un correo electrónico a la dirección
",GETAFEMADRID,alquiler
970,Piso en Universidad Getafe,51,2,Planta 5ª exterior con ascensor,/inmueble/109147380/,"
¡ALTA DE SUMINISTROS GRATIS!
Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 5ª planta de un edificio residencial. Dispone de ascensor. Situado en UNIVERSIDAD en el distrito de Norte - Universidad.
La vivienda se distribuye en dos dormitorios y, salón-comedor con acceso a terraza, cocina independi
",GETAFEMADRID,alquiler
1250,Piso en Calle Sierra Getafe Centro,75,2,Bajo exterior sin ascensor,/inmueble/109291079/,"
Inmobiliaria Joyca te presenta está exclusiva y moderna vivienda con materiales de primera y una excelente ubicación. este inmueble cuenta con dos amplios dormitorios y dos modernos baños completos, perfectos para disfrutar de la comodidad y el estilo. El salón/comedor es un espacio luminoso que invita a compartir mome
",GETAFEMADRID,alquiler
