Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
Bajo exterior con ascensor,"
 Grupo Inmobiliario Altea presenta en exclusiva un piso reformado al detalle, ubicado entre Av. de los Cantos y Alcalde José Aranda, en una de las zonas más demandadas de Alcorcón. ¡A solo pasos del Centro Deportivo Inacua y el Mercadona, con todo a mano: colegios, centros comerciales y excelentes conexiones de transp
",ALCORCONMADRID,3,/inmueble/109284587/,Piso en Parque Mayor Alcorcón,venta,249000,70.0
Planta 6ª exterior con ascensor,"
ZANATTA Servicios Inmobiliarios VENDE EN EXCLUSIVA.
IDEAL PARA INVERSIONISTA ALQUILADO ACTUALMENTE, SE PUEDE VISITAR
Fantastico piso de 106m2, consta de cuatro dormitorios el principal con armarios empotrados forrados y vestidos, uno de los dormitorios con aire acondicionado, dos baños completos los dos con plato de du
",ALCORCONMADRID,4,/inmueble/109111591/,Piso en Parque Lisboa - La Paz Alcorcón,venta,360000,106.0
Bajo exterior sin ascensor,"
**Piso en Venta en Alcorcón - Ideal para Inversores y Familias**
Descubre este magnífico piso exterior de 80 m², situado a solo 5 minutos de la Estación de Renfe de Alcorcón Central. Su excelente ubicación te permitirá disfrutar de la cercanía a la Universidad Rey Juan Carlos, comercios, farmacias y supermercados, tod
",ALCORCONMADRID,3,/inmueble/108124107/,Piso en Calle Virgen de los Remedios s/n,venta,199000,80.0
Planta 7ª exterior con ascensor,"
CESION DE REMATE
NO SE PUEDE VISITAR. NO SE PUEDE HIPOTECAR
¡Oportunidad de inversión única en el corazón de la ciudad! Presentamos esta fabulosa vivienda de 72m² en cesión de remate, ideal para inversores con visión.
Ubicada en un edificio de 10 plantas construido en 1975, esta propiedad cuenta con 3 luminosas hab
",ALCORCONMADRID,3,/inmueble/104998698/,Piso en Avenida del Oeste 23,venta,175000,72.0
Planta 1ª exterior sin ascensor,"
Agencia inmobiliaria de ALCORCÓN - zona ALCORCÓN CENTRO - AYUNTAMIENTO - Tecnocasa Estudio Ciudad De Alcorcón Sl, te presenta esta excelente oportunidad en una ubicación privilegiada, en pleno corazón de Alcorcón.
INMUEBLE EN VENTA ACTUALMENTE DESIGNADO COMO OFICINA – CALLE MAYOR, ALCORCÓN CENTRO. (REPORTAJE FOTOGRAFI
",ALCORCONMADRID,2,/inmueble/109345665/,Piso en Calle Mayor Casco Antiguo,venta,149000,49.0
Planta 5ª exterior con ascensor,"
- Pistas de Paddle.
- Zona infantil.
- Varios colegios a menos de 100 mts.
- Urbanización con recinto cerrado.
",ALCORCONMADRID,3,/inmueble/107770596/,Piso en Fuente Cisneros 27,venta,420000,110.0
Planta 4ª exterior con ascensor,"
PISO OCUPADO. ¡Oportunidad única en el corazón de Alcorcón! Este piso de 70 m², ubicado en una cuarta planta con ascensor, es perfecto para quienes buscan un hogar lleno de luz y alegría. Con orientación sur, disfrutarás de un ambiente soleado durante todo el día. La vivienda cuenta con tres dormitorios amplios, un bañ
",ALCORCONMADRID,3,/inmueble/107294107/,Piso en Avenida Torres Bellas Zona Centro Joven,venta,138000,70.0
Planta 3ª interior con ascensor,"
Piso en Calle Fuentecisneros de dos (2) habitaciones y dos (2) baños. Vigilancia 24 horas. Trastero y Plaza de Garaje incluida en el precio.
La información catastral nos indica que el piso tiene 70 m2 construidos, 36 m2 de las zonas comunes (piscina, pista de padel, zona infantil. ) y un trastero de 8 m2.
La distribu
",ALCORCONMADRID,2,/inmueble/108981387/,Piso en CL Fuente Cisneros Parque oeste - Fuente Cisneros,venta,350000,105.0
Planta 9ª exterior con ascensor,"
GARANTÍA INMOBILIARIA VENDE en exclusiva la NUDA PROPIEDAD de una vivienda en zona PARQUE MAYOR. El inmueble se distribuye en un espacioso salón-comedor, 3 dormitorios, cocina, baño y terraza cerrada con una luminosidad incomparable. Tiene una superficie de 90m2 construidos, de los cuales 80m2 son de vivienda y 10m2 de
",ALCORCONMADRID,3,/inmueble/108253893/,Piso en Calle Mayor Parque Mayor,venta,170000,90.0
Bajo exterior sin ascensor,"
PROPIETARIOS TRANQUILOS pone en VENTA piso en Alcorcón, Madrid.
Con una superficie de 60 m, se distribuye en 2 habitaciones, salón, cocina, y baño completo
Dispone de suelos de tarima, ventanas de climalit, A/C con bomba de calor y calefacción y agua caliente por electricidad.
SE ENCUENTRA ALQUILADA ABONANDO IMPORTE M
",ALCORCONMADRID,2,/inmueble/109373452/,Piso en cañada Casco Antiguo,venta,175000,60.0
Planta 5ª exterior con ascensor,"
Espectacular ático de 4 habitaciones y 2 baños reformados en una de las mejores zonas residenciales de Alcorcón, situado en la exclusiva Calle Lirios, dentro de urbanización privada con piscina, pistas de pádel, zonas verdes y vigilancia.
Características principales:
• Superficie total: 174 m² aprox. (96 m² en planta
",ALCORCONMADRID,4,/inmueble/109128916/,Ático en Calle los Lirios 12,venta,575000,174.0
Planta 1ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 49 m², según Catastro, y 12 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001877/,Piso en Travesía del Nuncio Casco Antiguo,venta,120000,61.0
Planta 2ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 44 m², según Catastro, y 12 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001876/,Piso en Calle del Nuncio Casco Antiguo,venta,110000,56.0
Planta 2ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 46 m², según Catastro, y 13 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001881/,Piso en Travesía del Nuncio Casco Antiguo,venta,115000,57.0
Planta 2ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 79 m², según Catastro, y 13 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,3,/inmueble/109001879/,Piso en Travesía del Nuncio Casco Antiguo,venta,190000,92.0
Planta 2ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 44 m², según Catastro, y 12 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001875/,Piso en Travesía del Nuncio Casco Antiguo,venta,110000,56.0
Planta 2ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 49 m², según Catastro, y 11 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001880/,Piso en Travesía del Nuncio Casco Antiguo,venta,120000,60.0
Planta 2ª interior con ascensor,"
¡Gran oportunidad en el corazón de Alcorcón! Se vende amplio piso interior de casi 90 m², muy bien distribuido, en una finca con ascensor y en una zona con todos los servicios al alcance.
Aunque es un piso interior, disfruta de buena luz natural y ventilación gracias a un amplio patio. Ideal para quienes buscan tranqui
",ALCORCONMADRID,3,/inmueble/109166211/,Piso en Calle San Luis Casco Antiguo,venta,249900,90.0
Planta 1ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo Deudor Hipotecario)ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 106 m², según Catastro, y 13 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda
",ALCORCONMADRID,3,/inmueble/109078330/,Piso en Calle del Nuncio Casco Antiguo,venta,169000,119.0
Planta 1ª con ascensor,"
PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESLA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADAVivienda de 44 m², según Catastro, y 11 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes
",ALCORCONMADRID,2,/inmueble/109001878/,Piso en Travesía del Nuncio Casco Antiguo,venta,110000,55.0
Planta 5ª exterior con ascensor,"
Piso en Alcorcón, calle Nueva, a escasos 80 metros de la calle Mayor. En mancomunidad privada y con una de las mejores orientaciones de la zona centro.
5ª planta con ascensor, 74m² construidos, 3 dormitorios, 1 baño y terraza exterior de 7m². Muy luminoso, todo exterior, en urbanización cerrada, tranquila y familiar.
",ALCORCONMADRID,3,/inmueble/108656775/,Piso en Calle Nueva Casco Antiguo,venta,245000,74.0
Planta 4ª exterior con ascensor,"
R House Parque Lisboa Vende. Piso compuesto por cuatro dormitorios y dos baños completos, amplio salón que comunica a una terraza cerrada en la parte ancha, cocina con office, calefacción central y portero físico, muy cerca del Metro Parque de Lisboa L12 y Puerta del Sur L10, (Plaza de Garaje opcional).
",ALCORCONMADRID,4,/inmueble/109233676/,Piso en Calle Porto Lagos Parque Lisboa - La Paz,venta,350000,109.0
Planta 2ª exterior con ascensor,"
**Piso en Venta en Avenida de las Retamas - Ideal para tu Nueva Vida**
Descubre este encantador piso de dos dormitorios, perfecto para disfrutar de la comodidad y el estilo de vida que mereces. Con 86 m² construidos y 69 m² útiles, este hogar cuenta con un amplio salón comedor que se abre a un balcón, ideal para relaj
",ALCORCONMADRID,2,/inmueble/108494342/,Piso en CL Lilos Los 6,venta,320000,86.0
Planta 2ª exterior con ascensor,"
TU HOGAR IDEAL COMERCIALIZA
Tramitando estudio fotografico
Descubre este encantador piso de dos dormitorios y un baño, ubicado en la segunda planta de un edificio residencial en la codiciada zona de RENFE, en el distrito de Sur.
La comodidad y el espacio que ofrece compensan cualquier inconveniente. Con 80 m² constru
",ALCORCONMADRID,2,/inmueble/109316788/,Piso en Calle las Vegas Zona Renfe,venta,200000,80.0
Planta 8ª exterior con ascensor,"
Luminoso piso de 3 dormitorios en Parque Ondarreta, Alcorcón.
Piso de 82 m² listo para entrar a vivir. Cuenta con 3 dormitorios, 1 baño completo, salón-comedor, así como cocina independiente. Además, posee una terraza acristalada que aporta luminosidad y amplitud.
Agua y calefacción central incluidos en la cuota de
",ALCORCONMADRID,3,/inmueble/109274706/,Piso en Parque Ondarreta - Urtinsa Alcorcón,venta,290000,82.0
Bajo exterior sin ascensor,"
Se vende piso en Madrid, ideal para INVERSORES ya que se trata de un activo bancario.
""OJO"" Condiciones especiales de compra leer bien.
En este tipo de adquisiciones se requieren una serie de requisitos detallados a continuación.
1. No permite hipoteca sobre el inmueble, los bancos no financian estas operaciones.
2. E
",ALCORCONMADRID,2,/inmueble/109166035/,Piso en Valderas - Los Castillos Alcorcón,venta,183990,68.0
Planta 4ª exterior sin ascensor,"
TU HOGAR IDEAL COMERCIALIZA-
Tramitando el estudio fotografico
¡Descubre tu nuevo hogar en el corazón de Alcorcón!
Este espectacular piso de 117 m² construidos es la oportunidad perfecta para aquellos que buscan comodidad y estilo. Ubicado en una zona inmejorable, tendrás a tu alcance todos los servicios que necesita
",ALCORCONMADRID,3,/inmueble/109304224/,Piso en Calle Independencia Zona Renfe,venta,239900,117.0
Planta 2ª exterior con ascensor,"
¡Exclusiva oportunidad de ensueño! Magnífico piso en venta con Inmobiliarias Encuentro
Embárcate en la aventura de adquirir una vivienda única, presentada en exclusiva por Inmobiliarias Encuentro. Este excepcional piso es la elección perfecta para quienes desean moldear su hogar ideal o para inversores visionarios que
",ALCORCONMADRID,3,/inmueble/109229019/,Piso en Casco Antiguo Alcorcón,venta,199000,68.0
Bajo exterior sin ascensor,"
¡LEER ANUNCIO COMPLETO: OPORTUNIDAD ÚNICA! BAJO DÚPLEX TIPO LOFT CON PATIO, REFORMADO Y CON LICENCIA DE OFICINA
Antilla Grupo Inmobiliario presenta esta original vivienda tipo loft dúplex en planta baja, ideal tanto como inversión como para vivir.
Con una superficie de 70 m², este inmueble se distribuye en dos planta
",ALCORCONMADRID,1,/inmueble/108383898/,Piso en Parque Ondarreta - Urtinsa Alcorcón,venta,210000,75.0
Planta 3ª ,"
Piso en Alcorcon, Madrid, idóneo para familias. La vivienda dispone de una superficie de 64 m² construidos distribuidos en tres habitaciones, salón-comedor, cocina y un aseo. Está ubicado en el corazón de Alcorcon, en sus alrededores encontramos el Hospital Universitario Fundación Alcorcón, el Campus Training, supermer
",ALCORCONMADRID,3,/inmueble/102291103/,Piso en Casco Antiguo Alcorcón,venta,156000,64.0
Planta 2ª exterior con ascensor,"
Piso para Entrar a VIVIR!
con Vistas Ajardinadas y cerca del Metro
2º Planta Exterior
Calefacción Central
Portero Físico
Sol de Mañana
(2) Baños completos con Plato de ducha y bañera
Armarios Empotrados
Puertas Interiores de madera maciza
Suelos de Parquet con Madera Espigada
Salón con Terraza empotrada Acristalada
y
",ALCORCONMADRID,3,/inmueble/109233618/,Piso en Parque Lisboa - La Paz Alcorcón,venta,352000,109.0
Planta 4ª exterior con ascensor,"
¡OPORTUNIDAD! Piso en Paseo de SAN ISIDRO - Ayuntamiento
Muy LUMINOSO!
4º Planta con Altura, Exterior
ASCENSOR
Calefacción a Individual
Cocina Equipada y Amueblada
Baño Completo con Plato de Ducha
Salón con Terraza Acristalada
Ventanas de Aluminio Blanco
Armarios Empotrados
Suelos de Tarima
A/C
Puerta de Seguridad Blin
",ALCORCONMADRID,3,/inmueble/109246870/,Piso en Zona Renfe Alcorcón,venta,237000,75.0
Planta 6ª exterior con ascensor,"
Piso en la Urbanización Privada GUADALQUIVIR - Teatro Buero Vallejo
Muy Luminoso y Vistas Despejadas!
Piso en Urbanización Privada con Piscina y Parque para niños.
6º Planta Exterior con ASCENSOR.
Terraza Empotrada
Ventanas con aluminio Plata
Armarios Empotrados
Calefacción Individual a Gas Natural
Cocina Amueblada y L
",ALCORCONMADRID,3,/inmueble/109363259/,Piso en Zona Renfe Alcorcón,venta,318000,78.0
Planta 3ª exterior con ascensor,"
De particular a particular, sin costosas comisiones de por medio. Estupenda vivienda situada en la mejor zona de Alcorcón. Consta de 3 dormitorios, 2 cuartos de baño, cocina con tendedero y salón con acceso a terraza. La vivienda cuenta con muchas mejoras: suelo porcelánico, paredes en liso, baños totalmente reformados
",ALCORCONMADRID,3,/inmueble/90077864/,Piso en Calle las Camelias 1,venta,425000,94.0
Planta 2ª exterior con ascensor,"
Novacasa Vende: Excepcional vivienda en el centro de alcorcon, con todos los servicios que la ciudad ofrece al alcance de tu mano, nos encontramos con una vivienda en una segunda planta con ascensor, cuenta con tres amplios dormitorios con armarios empotrados, salon espacioso con salida a terraza, un baño y una precios
",ALCORCONMADRID,3,/inmueble/109111130/,Piso en Zona Renfe Alcorcón,venta,225000,62.0
Planta 5ª exterior sin ascensor,"
STONEHOUSE pone a su disposición esta vivienda situada en Calle polvoranca, es una quinta planta sin ascensor, reformada con tres dormitorios y un baño. Actualmente está alquilada con contrato en vigor sin problemas de impago.
",ALCORCONMADRID,3,/inmueble/109166848/,Piso en Calle Polvoranca Casco Antiguo,venta,150000,63.0
,"
Vivienda triplex con tres plantas en pleno centro alcorcón (plz. Del tejar). Muy luminoso, tranquilo. Todo a un paso (metro, renfe, autobuses, médico, hospital, colegios, ayto, zonas verdes, mercados, ctros comerciales, ctros culturales, biblioteca). 1ª pta (salón 25 m2, aseo gress, despensa, patio y gran cocina). 2ª p
",ALCORCONMADRID,3,/inmueble/1914910/,Chalet adosado en Calle San Isidro 6,venta,420000,210.0
